"REF_DATE","GEO","DGUID","Vehicle type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1964-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","236405","","","","0"
"1964-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","190015","","","","0"
"1964-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","139231","","","","0"
"1964-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","144514","","","","0"
"1964-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","197896","","","","0"
"1964-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","179470","","","","0"
"1964-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","154865","","","","0"
"1965-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","171132","","","","0"
"1965-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","178737","","","","0"
"1965-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","251435","","","","0"
"1965-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","288616","","","","0"
"1965-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","294183","","","","0"
"1965-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","284237","","","","0"
"1965-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","214519","","","","0"
"1965-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","186539","","","","0"
"1965-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","142779","","","","0"
"1965-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","228804","","","","0"
"1965-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","254410","","","","0"
"1965-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","243938","","","","0"
"1966-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","196285","","","","0"
"1966-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","206228","","","","0"
"1966-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","323969","","","","0"
"1966-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","268718","","","","0"
"1966-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","257376","","","","0"
"1966-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","267288","","","","0"
"1966-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","205565","","","","0"
"1966-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","210085","","","","0"
"1966-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","178182","","","","0"
"1966-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","232026","","","","0"
"1966-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","243176","","","","0"
"1966-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","235693","","","","0"
"1967-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","188347","","","","0"
"1967-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","187814","","","","0"
"1967-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","280274","","","","0"
"1967-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","268366","","","","0"
"1967-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","333304","","","","0"
"1967-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","309820","","","","0"
"1967-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","195671","","","","0"
"1967-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","190084","","","","0"
"1967-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","181575","","","","0"
"1967-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","229939","","","","0"
"1967-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","223692","","","","0"
"1967-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","209480","","","","0"
"1968-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","209047","","","","0"
"1968-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","213980","","","","0"
"1968-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","283693","","","","0"
"1968-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","274701","","","","0"
"1968-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","337345","","","","0"
"1968-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","295103","","","","0"
"1968-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","257824","","","","0"
"1968-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","224387","","","","0"
"1968-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","197146","","","","0"
"1968-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","305942","","","","0"
"1968-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","270435","","","","0"
"1968-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","246186","","","","0"
"1969-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","226767","","","","0"
"1969-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","254431","","","","0"
"1969-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","316694","","","","0"
"1969-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","339310","","","","0"
"1969-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","339274","","","","0"
"1969-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","319481","","","","0"
"1969-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","249978","","","","0"
"1969-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","197795","","","","0"
"1969-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","264272","","","","0"
"1969-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","309598","","","","0"
"1969-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","278919","","","","0"
"1969-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","226360","","","","0"
"1970-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","183331","","","","0"
"1970-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","188936","","","","0"
"1970-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","264384","","","","0"
"1970-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","288779","","","","0"
